host_response;response_date;number_of_messages;automated_coding;latitude;longitude;bed_type;property_type;cancellation_policy;number_guests;bedrooms;bathrooms;cleaning_fee;price;apt_rating;property_setup;city;date_sent;listing_down;number_of_listings;number_of_reviews;member_since;verified_id;host_race;super_host;host_gender;host_age;host_gender_1;host_gender_2;host_gender_3;host_race_1;host_race_2;host_race_3;guest_first_name;guest_last_name;guest_race;guest_gender;guest_id;population;whites;blacks;asians;hispanics;available_september;up_not_available_september;september_price;census_tract;host_id;new_number_of_listings
4;18.07.2015 18:20;4;0;338.792;-118.366;Real Bed;House;Moderate;2;2;2;25;69;5;Private Room;Los-Angeles;18.07.2015 13:33;0;1;6;May 2014;1;white;-1;MF;young;MF;MF;MF;white;hisp;white;Tamika;Williams;black;female;14;4097;2732;231;508;947;1;0;89;620521;15178116;1
1;20.07.2015 16:16;3;0;340.943;-118.341;Real Bed;Apartment;Flexible;2;2;2;50;120;5;Entire Place;Los-Angeles;20.07.2015 11:34;0;2;8;February 2015;1;white;-1;F;young;F;F;Null;white;white;Null;Brad;Walsh;white;male;6;3355;2102;237;313;888;1;0;175;191901;28464092;2
1;17.07.2015 05:58;2;0;339.943;-118.435;Real Bed;Apartment;Flexible;2;2;2;25;75;5;Private Room;Los-Angeles;17.07.2015 01:25;0;1;13;Aug 14;1;white;-1;F;young;F;F;Null;white;white;Null;Allison;Sullivan;white;female;1;2963;1893;99;232;1293;0;1;75;702803;19974441;1
1;19.07.2015 16:23;\N;1;341.225;-118.321;Real Bed;House;Flexible;2;2;2;-1;120;-1;Private Room;Los-Angeles;19.07.2015 06:04;0;1;0;March 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;3448;2950;113;174;215;1;0;99;189400;13716757;1
4;19.07.2015 14:11;3;0;340.527;-118.358;Real Bed;Apartment;Moderate;3;3;3;25;69;-1;Private Room;Los-Angeles;19.07.2015 09:27;0;2;42;December 2011;1;white;-1;M;middle;M;M;M;hisp;white;white;Tyrone;Robinson;black;male;19;5374;1833;1887;255;2036;\N;\N;\N;217100;1502367;1
0;18.07.2015 17:38;3;1;340.654;-118.364;Futon;House;Flexible;2;2;2;20;95;-1;Private Room;Los-Angeles;18.07.2015 13:35;0;3;11;October 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;2512;2159;78;151;234;0;1;95;214700;22718518;1
0;18.07.2015 22:55;\N;1;340.171;-118.327;Real Bed;House;Flexible;2;2;2;50;49;-1;Private Room;Los-Angeles;18.07.2015 13:38;0;2;2;May 2014;1;black;-1;F;middle;F;F;Null;black;black;Null;Tamika;Williams;black;female;14;5335;686;3278;107;1675;0;1;49;234000;16141953;1
0;20.07.2015 15:26;\N;1;340.123;-118.472;Real Bed;House;Flexible;2;2;2;-1;100;5;Private Room;Los-Angeles;20.07.2015 03:29;0;1;16;May 2013;1;white;-1;F;middle;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;4483;3396;157;473;559;\N;\N;\N;702201;6359357;1
1;19.07.2015 18:04;2;0;340.877;-118.357;Real Bed;Apartment;Strict;2;2;2;50;95;-1;Entire Place;Los-Angeles;19.07.2015 13:55;0;1;0;Apr 15;0;asian;-1;F;young;F;F;Null;asian;asian;Null;Brett;Walsh;white;male;9;4061;3336;135;213;521;0;1;105;700102;32193736;1
-1;\N;\N;1;341.152;-118.188;Real Bed;House;Strict;2;2;2;-1;105;04. Mai;Entire Place;Los-Angeles;18.07.2015 13:41;0;1;43;February 2013;0;white;-1;M;young;M;M;M;mult;white;white;Tamika;Williams;black;female;14;3264;1463;56;373;2409;\N;\N;\N;183620;5084814;1
0;18.07.2015 17:48;\N;1;338.578;-118.396;NULL;House;Moderate;2;2;2;-1;90;04. Mai;Private Room;Los-Angeles;17.07.2015 23:49;0;2;40;June 2011;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Anne;Murphy;white;female;2;6649;5776;107;401;591;1;0;90;621104;746983;1
4;21.07.2015 16:30;\N;0;341.067;-118.591;NULL;House;Moderate;8;8;8;250;387;-1;Entire Place;Los-Angeles;21.07.2015 05:32;0;11;80;Aug 13;1;white;-1;M;middle;M;M;Null;white;white;Null;Rasheed;Jackson;black;male;20;7078;6287;100;270;454;1;0;612;800102;7996624;6
0;21.07.2015 17:43;\N;0;340.538;-118.444;NULL;Apartment;Strict;3;3;3;50;85;5;Private Room;Los-Angeles;19.07.2015 13:51;0;1;21;March 2013;0;white;-1;F;young;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;4234;2138;90;1629;296;\N;\N;\N;265510;5553664;1
11;19.07.2015 19:56;\N;0;340.624;-118.289;NULL;Apartment;Moderate;2;2;-1;20;88;4;Entire Place;Los-Angeles;19.07.2015 06:07;0;2;19;Apr 11;1;white;-1;F;middle;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;5194;826;228;3163;1433;\N;\N;\N;211120;487855;1
-1;\N;\N;1;340.587;-118.281;Real Bed;Apartment;Moderate;2;2;2;50;75;04. Mai;Entire Place;Los-Angeles;17.07.2015 01:19;0;1;38;May 2013;1;asian;-1;F;middle/young;F;F;Null;asian;asian;Null;Lakisha;Jones;black;female;11;2906;1013;175;533;1737;0;1;70;208802;6276586;1
1;21.07.2015 07:06;\N;1;340.612;-118.294;Real Bed;Apartment;Strict;1;1;1;40;85;5;Private Room;Los-Angeles;18.07.2015 13:44;0;1;6;February 2012;1;white;-1;F;young;F;F;F;white;hisp;white;Tamika;Williams;black;female;14;3326;1067;182;567;2310;1;0;115;212303;1683600;1
0;20.07.2015 01:51;\N;1;34.061;-118.378;Real Bed;House;Flexible;2;2;2;10;100;-1;Private Room;Los-Angeles;19.07.2015 21:17;0;1;15;June 2014;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Tanisha;Jackson;black;female;15;2615;2111;85;175;140;\N;\N;\N;216402;16793088;1
1;17.07.2015 15:48;2;1;340.818;-118.3;Real Bed;Apartment;Moderate;2;2;2;-1;90;5;Private Room;Los-Angeles;17.07.2015 11:04;0;2;3;Nov 13;1;UU;-1;F;UU/middle;F;F;F;UU;white;UU;Latonya;Robinson;black;female;12;4389;1687;121;608;3253;0;1;90;192610;10252757;1
1;20.07.2015 01:28;3;0;340.464;-118.397;Real Bed;Undefined;Flexible;2;2;2;50;95;04. Mai;Entire Place;Los-Angeles;19.07.2015 21:20;0;2;15;Aug 14;1;white;-1;M;middle;M;M;Null;white;white;Null;Tanisha;Jackson;black;female;15;4043;3596;60;223;158;0;1;95;269500;19568684;1
0;19.07.2015 21:56;\N;1;339.771;-118.375;NULL;Apartment;Flexible;2;2;2;-1;85;5;Private Room;Los-Angeles;19.07.2015 13:57;0;1;6;May 2012;0;white;-1;F;middle;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;5592;1438;2819;629;808;\N;\N;\N;276100;2497589;1
1;17.07.2015 13:57;\N;1;34.09;-118.244;Real Bed;House;Flexible;2;2;2;-1;110;5;Private Room;Los-Angeles;17.07.2015 01:28;0;2;8;June 2014;1;white;-1;FF;young;FF;FF;Null;white;white;Null;Allison;Sullivan;white;female;1;3704;2331;84;392;1401;0;1;90;197410;17309242;1
4;19.07.2015 14:30;2;0;341.157;-118.361;Real Bed;Apartment;Moderate;2;2;2;-1;95;04. Mai;Entire Place;Los-Angeles;19.07.2015 09:48;0;1;89;Sep 12;1;white;-1;F;middle;F;F;Null;white;white;Null;Brent;Baker;white;male;8;3091;2580;125;171;288;0;1;85;194101;3512926;1
4;17.07.2015 17:07;3;0;341.502;-118.182;Real Bed;House;Moderate;1;1;1;30;85;-1;Private Room;Los-Angeles;17.07.2015 01:31;0;4;35;January 2014;1;white;-1;M;middle/old;M;M;Null;white;white;Null;Allison;Sullivan;white;female;1;1998;1502;14;331;251;1;0;110;300902;11708363;4
0;18.07.2015 17:32;\N;0;340.838;-118.273;Real Bed;Apartment;Flexible;2;2;2;-1;110;5;Private Room;Los-Angeles;18.07.2015 10:22;0;2;9;Apr 15;1;unclear_three votes;-1;M;middle;M;M;M;unclear;hisp;white;Laurie;Ryan;white;female;3;4971;2982;115;917;1655;1;0;110;195500;31831226;1
5;17.07.2015 12:45;2;0;340.164;-118.48;Real Bed;House;Flexible;1;1;1;-1;95;-1;Private Room;Los-Angeles;17.07.2015 01:33;0;4;5;May 2011;0;white;-1;F;middle;F;F;Null;white;white;Null;Allison;Sullivan;white;female;1;4463;2541;641;361;1459;\N;\N;\N;701802;635729;1
10;20.07.2015 16:56;2;0;339.975;-118.445;Real Bed;Apartment;Strict;2;2;2;25;69;-1;Private Room;Los-Angeles;19.07.2015 01:47;0;4;24;July 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Jamal;Jones;black;male;17;3107;2453;101;209;602;\N;\N;\N;273800;19231139;1
0;22.07.2015 07:31;\N;1;342.534;-118.534;Real Bed;House;Flexible;2;2;2;25;69;-1;Private Room;Los-Angeles;17.07.2015 23:55;0;2;0;July 2015;1;asian;-1;M;middle;M;M;M;asian;white;asian;Anne;Murphy;white;female;2;3375;1754;159;1105;610;\N;\N;\N;111205;38182479;2
-1;\N;\N;1;340.632;-118.468;Real Bed;Apartment;Strict;2;2;2;40;85;04. Mai;Private Room;Los-Angeles;19.07.2015 06:10;0;1;49;Aug 11;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Greg;O'Brien;white;male;7;746;346;338;17;80;1;0;110;701100;934626;1
10;20.07.2015 05:51;\N;0;339.889;-118.457;Real Bed;Apartment;Flexible;2;2;2;25;85;-1;Private Room;Los-Angeles;18.07.2015 10:25;0;1;1;July 2013;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;3107;2453;101;209;602;0;1;90;273800;7252240;1
0;19.07.2015 19:37;\N;1;340.661;-118.389;Real Bed;House;Flexible;2;2;2;30;85;5;Private Room;Los-Angeles;19.07.2015 09:30;0;1;5;December 2014;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Tyrone;Robinson;black;male;19;3856;2955;89;511;258;1;0;123;700901;24672556;1
10;17.07.2015 19:18;\N;0;341.005;-118.351;Real Bed;Apartment;Flexible;2;2;2;-1;120;-1;Entire Place;Los-Angeles;17.07.2015 11:06;0;1;1;February 2014;0;UU;-1;F;young/UU;F;F;F;white;UU;UU;Latonya;Robinson;black;female;12;2304;1933;81;125;214;\N;\N;\N;189905;11937362;1
1;19.07.2015 04:03;\N;1;340.254;-118.449;NULL;House;Flexible;2;2;2;-1;84;04. Mai;Private Room;Los-Angeles;18.07.2015 04:04;0;2;8;Sep 14;0;white;-1;F;young/UU;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;4506;2895;117;927;863;\N;\N;\N;271300;21420324;2
1;19.07.2015 08:01;3;0;341.157;-118.05;NULL;Undefined;Flexible;3;3;3;20;55;-1;Private Room;Los-Angeles;18.07.2015 13:47;0;4;7;March 2014;0;unclear_three votes;-1;M;young/middle;M;M;M;asian;mult;hisp;Tamika;Williams;black;female;14;6433;1523;43;4640;334;1;0;83;431700;13714777;1
2;20.07.2015 12:48;2;0;340.878;-118.374;Real Bed;Apartment;Flexible;1;1;1;-1;90;-1;Private Room;Los-Angeles;20.07.2015 03:32;0;1;0;February 2014;0;white;-1;M;young/UU;M;M;M;white;UU;white;Meredith;O'Brien;white;female;5;3335;2843;78;207;294;\N;\N;\N;194402;11903014;1
2;18.07.2015 16:53;2;0;340.511;-118.305;Real Bed;Apartment;Moderate;2;2;2;-1;70;-1;Entire Place;Los-Angeles;18.07.2015 10:27;0;1;1;June 2015;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;4198;901;136;1807;2116;\N;\N;\N;213201;37053922;1
1;19.07.2015 05:55;2;1;340.933;-118.364;Real Bed;Apartment;Moderate;2;2;2;-1;105;04. Mai;Private Room;Los-Angeles;19.07.2015 01:49;0;6;18;Nov 13;1;white;-1;M;UU/young;M;M;Null;white;white;Null;Jamal;Jones;black;male;17;6321;5316;217;319;666;0;1;114;700200;10108998;1
1;22.07.2015 22:31;\N;0;340.509;-118.286;Real Bed;Apartment;Strict;3;3;3;20;84;5;Private Room;Los-Angeles;19.07.2015 06:12;0;1;13;Apr 12;1;white;-1;M;middle;M;M;Null;white;white;Null;Greg;O'Brien;white;male;7;4645;1554;136;881;3427;1;0;99;213402;2154195;1
-1;\N;\N;1;340.759;-118.256;Real Bed;Apartment;Flexible;4;4;4;10;92;5;Private Room;Los-Angeles;22.07.2015 17:35;0;1;7;October 2014;1;unclear_three votes;-1;MF;young/middle;MF;MF;MF;white;asian;hisp;Todd;McCarthy;white;male;10;3889;2038;75;537;2251;1;0;84;197500;23087686;1
1;18.07.2015 04:12;\N;1;341.349;-118.23;Real Bed;House;Moderate;2;2;2;40;99;-1;Entire Place;Los-Angeles;17.07.2015 23:58;0;1;0;July 2015;0;white;-1;M;middle;M;M;Null;white;white;Null;Anne;Murphy;white;female;2;4715;2308;75;1436;1648;0;1;99;186100;38412329;1
1;21.07.2015 03:16;\N;0;340.848;-118.258;Real Bed;House;Flexible;2;2;2;50;69;5;Private Room;Los-Angeles;20.07.2015 23:09;0;2;7;March 2015;1;white;-1;M;middle/young;M;M;Null;white;white;Null;Rasheed;Jackson;black;male;20;3509;1929;78;453;2110;1;0;74;197420;29932446;2
1;17.07.2015 15:43;4;0;340.829;-118.277;NULL;House;Moderate;3;3;3;30;165;5;Entire Place;Los-Angeles;17.07.2015 04:25;0;3;167;Sep 11;1;white;-1;F;middle;F;F;Null;white;white;Null;Lakisha;Jones;black;female;11;2603;1453;52;419;1242;0;1;165;195803;1148678;3
1;19.07.2015 02:59;2;1;337.676;-118.412;NULL;House;Flexible;2;2;2;-1;110;-1;Private Room;Los-Angeles;18.07.2015 13:50;0;1;2;February 2012;0;white;-1;F;young/middle;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;4504;3351;48;860;252;\N;\N;\N;670328;1748100;1
-1;\N;\N;1;340.771;-118.271;Real Bed;Apartment;Strict;2;2;2;-1;120;-1;Entire Place;Los-Angeles;22.07.2015 17:38;0;1;3;Aug 12;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Todd;McCarthy;white;male;10;2643;1321;66;477;1413;\N;\N;\N;195804;3151645;1
0;19.07.2015 19:07;\N;1;340.493;-118.46;Real Bed;Apartment;Flexible;2;2;2;30;75;-1;Private Room;Los-Angeles;19.07.2015 09:51;0;2;0;Aug 14;1;white;-1;MM;young;MM;MM;Null;white;white;Null;Brent;Baker;white;male;8;3011;2083;62;525;399;\N;\N;\N;267403;20133290;1
0;22.07.2015 21:34;\N;1;342.821;-118.515;Real Bed;House;Flexible;1;1;1;20;85;04. Mai;Entire Place;Los-Angeles;17.07.2015 01:22;0;1;6;Nov 14;0;white;-1;MF;old/middle;MF;MF;Null;white;white;Null;Lakisha;Jones;black;female;11;4320;3085;129;786;582;0;1;82;106643;24052328;1
-1;\N;\N;1;340.665;-118.259;Real Bed;House;Flexible;2;2;2;25;70;-1;Private Room;Los-Angeles;17.07.2015 11:15;0;1;2;March 2014;1;hisp;-1;F;young;F;M;F;hisp;hisp;hisp;Latonya;Robinson;black;female;12;6893;2683;359;1062;4914;\N;\N;\N;208000;13605509;1
9;20.07.2015 18:01;\N;0;340.926;-118.347;Real Bed;Apartment;Strict;2;2;2;15;86;04. Mai;Private Room;Los-Angeles;18.07.2015 04:07;0;1;25;March 2014;0;white;-1;M;middle/young;M;M;Null;white;white;Null;Latoya;Williams;black;female;13;5232;4417;179;240;620;\N;\N;\N;700101;13603629;1
0;20.07.2015 05:09;\N;1;340.781;-118.327;Real Bed;House;Strict;2;2;2;25;88;5;Private Room;Los-Angeles;18.07.2015 18:47;0;1;35;May 2012;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Darnell;Jackson;black;male;16;2799;2024;121;494;222;0;1;88;192300;2268218;1
0;20.07.2015 16:34;\N;1;341.041;-118.307;NULL;Apartment;Strict;2;2;2;-1;110;04. Mai;Entire Place;Los-Angeles;19.07.2015 09:54;0;1;14;Apr 14;0;white;-1;M;middle;M;M;M;hisp;white;white;Brent;Baker;white;male;8;2487;1690;117;347;444;0;1;95;190402;14559890;1
1;18.07.2015 17:50;2;1;341.847;-118.385;Real Bed;Apartment;Flexible;3;3;3;-1;100;-1;Entire Place;Los-Angeles;18.07.2015 10:30;0;1;0;July 2015;0;mult;-1;FF;UU;FF;FF;Null;mult;mult;Null;Laurie;Ryan;white;female;3;2439;1185;187;84;1471;\N;\N;\N;124104;38487578;1
0;19.07.2015 15:58;2;1;341.049;-118.293;Real Bed;Apartment;Flexible;2;2;2;25;102;04. Mai;Entire Place;Los-Angeles;18.07.2015 18:06;0;1;3;May 2015;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Kristen;Sullivan;white;female;4;3293;2507;123;330;470;\N;\N;\N;189201;34381815;1
0;20.07.2015 04:11;\N;0;340.595;-118.383;NULL;Apartment;Flexible;4;4;4;40;99;04. Mai;Private Room;Los-Angeles;18.07.2015 10:33;0;2;8;March 2015;1;unclear_three votes;-1;M;young/middle;M;M;M;asian;UU;unclear;Laurie;Ryan;white;female;3;2615;2111;85;175;140;\N;\N;\N;216402;28536506;2
0;20.07.2015 03:04;2;0;340.354;-118.298;NULL;House;Flexible;3;3;3;25;69;-1;Private Room;Los-Angeles;19.07.2015 21:23;0;2;1;June 2015;0;white;-1;MM;middle/UU;MM;MM;MM;white;hisp;white;Tanisha;Jackson;black;female;15;3403;1217;351;142;2768;0;1;59;221601;36386581;1
1;17.07.2015 14:23;2;1;340.772;-118.313;Real Bed;House;Flexible;2;2;2;-1;100;-1;Private Room;Los-Angeles;17.07.2015 01:36;0;1;1;December 2014;1;white;-1;M;middle;M;M;Null;white;white;Null;Allison;Sullivan;white;female;1;3637;1042;105;1428;1640;0;1;90;192420;24876345;1
1;21.07.2015 02:11;\N;0;341.011;-118.336;NULL;Apartment;Strict;4;4;4;55;147;04. Mai;Entire Place;Los-Angeles;20.07.2015 22:04;0;10;132;Apr 13;1;white;-1;FF;young;F;FF;FF;white;white;unclear;Brent;Baker;white;male;8;3379;2134;321;233;1160;0;1;147;190700;5959138;7
5;20.07.2015 13:56;3;0;340.641;-118.151;Futon;Apartment;Moderate;1;1;1;50;60;-1;Private Room;Los-Angeles;20.07.2015 03:35;0;4;6;Aug 14;0;white;-1;F;middle;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;3355;1126;73;1390;1502;\N;\N;\N;481902;20438160;1
0;19.07.2015 19:33;\N;1;340.565;-118.425;Real Bed;Apartment;Flexible;2;2;2;25;64;-1;Private Room;Los-Angeles;19.07.2015 05:07;0;2;0;October 2013;1;UU;-1;M;middle/young;M;M;Null;UU;UU;Null;Jermaine;Jones;black;male;18;6087;4693;142;829;370;\N;\N;\N;267100;9274632;1
1;17.07.2015 06:00;3;0;340.485;-118.448;Real Bed;Apartment;Flexible;2;2;2;-1;90;-1;Private Room;Los-Angeles;17.07.2015 01:39;0;1;1;March 2015;1;white;-1;M;young;M;M;Null;white;white;Null;Allison;Sullivan;white;female;1;3680;1885;165;1043;731;\N;\N;\N;267300;28943832;1
0;20.07.2015 05:55;\N;1;340.985;-118.322;Pull-out Sofa;House;Strict;2;2;2;20;91;5;Shared Room;Los-Angeles;19.07.2015 21:26;0;2;22;February 2010;1;white;-1;F;young;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;3228;1760;305;225;1426;\N;\N;\N;191000;79697;1
11;18.07.2015 15:50;\N;0;340.242;-118.487;Real Bed;Apartment;Moderate;2;2;2;10;74;04. Mai;Private Room;Los-Angeles;18.07.2015 10:36;0;1;89;Aug 11;1;asian;-1;M;middle;M;M;Null;asian;asian;Null;Laurie;Ryan;white;female;3;3841;3012;139;386;384;0;1;79;701502;1032538;1
1;18.07.2015 04:33;3;1;341.466;-118.523;Real Bed;House;Flexible;2;2;2;50;85;04. Mai;Private Room;Los-Angeles;18.07.2015 00:01;0;8;42;June 2012;0;white;-1;M;old;M;M;Null;white;white;Null;Anne;Murphy;white;female;2;6250;5572;84;282;272;1;0;110;139702;2656381;3
-1;\N;\N;1;341.031;-118.332;NULL;Apartment;Strict;2;2;2;40;84;5;Entire Place;Los-Angeles;22.07.2015 17:44;0;1;26;Nov 12;1;white;-1;F;young;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;2870;1767;270;154;987;0;1;65;190201;4089607;1
1;19.07.2015 19:12;3;1;34.082;-118.319;Real Bed;Apartment;Flexible;2;2;2;-1;95;-1;Entire Place;Los-Angeles;19.07.2015 02:41;0;1;5;Sep 13;1;white;-1;F;young;F;F;Null;white;white;Null;Brad;Walsh;white;male;6;3628;1981;144;860;907;\N;\N;\N;192410;9031283;1
-1;\N;\N;1;340.925;-118.354;Real Bed;Apartment;Flexible;2;2;2;-1;75;04. Mai;Private Room;Los-Angeles;19.07.2015 02:43;0;1;3;Aug 14;0;white;-1;F;young;F;F;F;hisp;white;white;Brad;Walsh;white;male;6;5232;4417;179;240;620;\N;\N;\N;700101;19960718;1
0;21.07.2015 13:34;\N;0;341.564;-118.366;Real Bed;House;Moderate;2;2;2;50;85;5;Private Room;Los-Angeles;19.07.2015 01:52;0;2;32;June 2012;0;white;-1;M;middle;M;M;Null;white;white;Null;Jamal;Jones;black;male;17;3083;2237;256;257;493;1;0;110;125502;2720460;1
0;21.07.2015 21:10;\N;1;340.952;-118.347;Real Bed;Undefined;Flexible;1;1;1;15;69;-1;Private Room;Los-Angeles;18.07.2015 10:39;0;2;2;June 2015;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;4971;4068;210;298;510;\N;\N;\N;189902;35252992;1
0;18.07.2015 22:12;2;1;340.967;-118.213;Real Bed;Apartment;Moderate;2;2;2;50;90;04. Mai;Entire Place;Los-Angeles;18.07.2015 04:10;0;1;58;Nov 09;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;3712;2116;125;262;2377;1;0;115;185202;52968;1
1;18.07.2015 15:39;3;1;341.768;-118.585;Real Bed;House;Moderate;2;2;2;35;86;5;Private Room;Los-Angeles;18.07.2015 00:04;0;1;10;October 2013;1;white;-1;F;middle;F;F;Null;white;white;Null;Anne;Murphy;white;female;2;2717;2242;81;146;246;\N;\N;\N;137104;9432675;1
-1;\N;\N;1;340.379;-118.469;Real Bed;Apartment;Flexible;2;2;2;15;85;5;Private Room;Los-Angeles;22.07.2015 17:47;0;2;22;Apr 13;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Todd;McCarthy;white;male;10;4037;3010;168;418;532;\N;\N;\N;701602;5932484;1
0;23.07.2015 01:20;\N;1;340.796;-118.358;Real Bed;Apartment;Flexible;2;2;2;50;105;-1;Entire Place;Los-Angeles;22.07.2015 17:49;0;1;2;June 2015;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Todd;McCarthy;white;male;10;2877;2448;76;134;265;\N;\N;\N;214400;35668113;1
4;17.07.2015 06:44;\N;0;33.998;-118.415;Real Bed;Apartment;Moderate;2;2;2;25;70;5;Private Room;Los-Angeles;17.07.2015 01:42;0;1;3;June 2015;0;white;-1;MF;young/middle;MF;MF;Null;white;white;Null;Allison;Sullivan;white;female;1;4226;2225;113;347;2835;\N;\N;\N;275102;34799952;1
1;19.07.2015 07:28;\N;1;341.131;-118.216;Real Bed;Apartment;Strict;3;3;3;10;92;5;Entire Place;Los-Angeles;19.07.2015 02:46;0;1;9;Sep 13;1;unclear_three votes;-1;M;middle;M;M;M;white;unclear;UU;Brad;Walsh;white;male;6;2936;1580;75;419;1453;0;1;92;186203;9104778;1
0;19.07.2015 21:06;2;0;340.327;-118.439;Real Bed;Apartment;Strict;2;2;2;-1;99;-1;Private Room;Los-Angeles;19.07.2015 06:15;0;1;0;June 2015;0;white;-1;M;young;M;M;Null;white;white;Null;Greg;O'Brien;white;male;7;2525;1149;100;676;832;\N;\N;\N;271200;34754373;1
1;20.07.2015 07:44;\N;1;341.804;-118.344;Real Bed;House;Flexible;2;2;2;25;65;5;Private Room;Los-Angeles;20.07.2015 03:37;0;1;4;May 2015;1;white;-1;F;young;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;3755;2532;80;454;1210;1;0;78;311000;33849192;1
1;18.07.2015 19:15;\N;1;340.384;-118.263;Real Bed;Apartment;Strict;2;2;2;-1;119;4;Entire Place;Los-Angeles;18.07.2015 13:53;0;2;6;December 2014;1;white;-1;M;middle;M;M;Null;white;white;Null;Tamika;Williams;black;female;14;4163;1632;337;1565;999;0;1;115;207900;25260321;1
0;20.07.2015 06:56;\N;0;341.573;-118.339;Real Bed;House;Strict;2;2;2;80;85;-1;Private Room;Los-Angeles;19.07.2015 23:53;0;2;1;Apr 15;1;hisp;-1;F;young;F;F;Null;hisp;hisp;Null;Tanisha;Jackson;black;female;15;7249;5283;380;811;1161;\N;\N;\N;311600;31374204;2
1;19.07.2015 13:27;4;0;337.655;-118.174;NULL;Undefined;Flexible;4;4;4;25;99;-1;Private Room;Los-Angeles;19.07.2015 06:18;0;2;0;June 2015;1;UU;-1;UU;UU;UU;UU;Null;UU;UU;Null;Greg;O'Brien;white;male;7;3995;2745;341;281;891;\N;\N;\N;576602;37148896;2
1;23.07.2015 04:14;\N;1;340.803;-118.266;Real Bed;House;Flexible;3;3;3;20;70;04. Mai;Entire Place;Los-Angeles;22.07.2015 17:52;0;1;13;Apr 15;1;white;-1;MF;young/UU;MF;MF;Null;white;white;Null;Todd;McCarthy;white;male;10;3340;1789;100;485;1860;\N;\N;\N;195600;30731656;1
1;17.07.2015 19:47;\N;0;339.879;-118.412;Futon;Apartment;Strict;2;2;2;70;85;4;Entire Place;Los-Angeles;17.07.2015 01:25;0;2;9;December 2013;1;unclear_three votes;-1;F;middle;F;F;F;UU;hisp;asian;Lakisha;Jones;black;female;11;2711;1418;108;608;945;\N;\N;\N;275603;10438937;1
1;18.07.2015 23:09;2;0;338.868;-118.26;Real Bed;House;Moderate;2;2;2;40;50;-1;Private Room;Los-Angeles;18.07.2015 18:52;0;1;1;June 2015;1;black;-1;M;middle/young;M;M;Null;black;black;Null;Darnell;Jackson;black;male;16;4345;665;2452;11;1806;0;1;50;543000;35955759;1
-1;\N;\N;1;340.947;-118.352;Real Bed;Apartment;Flexible;2;2;2;-1;90;5;Private Room;Los-Angeles;20.07.2015 03:40;0;2;10;July 2014;0;white;-1;F;young;F;F;F;black;white;white;Meredith;O'Brien;white;female;5;4971;4068;210;298;510;1;0;70;189902;18276014;1
-1;\N;\N;1;339.756;-118.452;NULL;Null;NULL;-1;-1;-1;-1;-1;-1;NULL;Los-Angeles;\N;0;1;0;October 2012;0;white;-1;F;young;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;8866;7071;465;749;686;\N;\N;\N;702901;3976250;1
4;19.07.2015 21:13;5;0;34.036;-118.468;Real Bed;Apartment;Moderate;2;2;2;-1;99;-1;Private Room;Los-Angeles;19.07.2015 01:55;0;1;0;Apr 15;0;white;-1;M;middle;M;M;Null;white;white;Null;Jamal;Jones;black;male;17;3196;2318;98;402;508;\N;\N;\N;701701;31187447;1
0;19.07.2015 15:32;\N;0;339.756;-118.445;NULL;Undefined;Flexible;2;2;2;25;100;-1;Private Room;Los-Angeles;18.07.2015 04:13;0;1;0;July 2012;0;white;-1;F;middle;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;8866;7071;465;749;686;\N;\N;\N;702901;2972973;1
